dataset,origin,Random,Saliency,GuidedBackprop,GI,DeepLift,DeepLiftShap,attn,rollout,EXITT,origin_1,Random_1,Saliency_1,GuidedBackprop_1,GI_1,DeepLift_1,DeepLiftShap_1,attn_1,rollout_1,EXITT_1,origin_2,Random_2,Saliency_2,GuidedBackprop_2,GI_2,DeepLift_2,DeepLiftShap_2,attn_2,rollout_2,EXITT_2
RefrigerationDevices,0.579,0.592,0.523,0.595,0.387,0.376,0.376,0.48,0.507,0.317,0.5386666666666666,0.48,0.5786666666666667,0.4826666666666667,0.5013333333333333,0.488,0.488,0.4906666666666666,0.48,0.4266666666666667,0.5306666666666666,0.5253333333333333,0.4933333333333333,0.64,0.384,0.3413333333333333,0.3413333333333333,0.5013333333333333,0.5333333333333333,0.3813333333333333
ShapeletSim,0.533,0.478,0.494,0.439,0.311,0.206,0.206,0.522,0.511,0.289,0.4944444444444444,0.4611111111111111,0.4944444444444444,0.5333333333333333,0.4833333333333333,0.3666666666666666,0.3666666666666666,0.4555555555555555,0.4722222222222222,0.4222222222222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ShapesAll,0.745,0.695,0.278,0.517,0.285,0.235,0.745,0.587,0.492,0.202,0.7016666666666667,0.675,0.2416666666666666,0.4616666666666666,0.2716666666666666,0.2083333333333333,0.7016666666666667,0.6416666666666667,0.5516666666666666,0.1466666666666666,0.7033333333333334,0.5466666666666666,0.2283333333333333,0.41,0.2916666666666667,0.2483333333333333,0.7033333333333334,0.6083333333333333,0.4566666666666666,0.1716666666666666
SmallKitchenAppliances,0.741,0.728,0.624,0.493,0.411,0.397,0.397,0.347,0.341,0.344,0.696,0.6826666666666666,0.6746666666666666,0.5066666666666667,0.3733333333333333,0.3493333333333333,0.3493333333333333,0.3386666666666666,0.3386666666666666,0.2773333333333333,0.6933333333333334,0.6613333333333333,0.6266666666666667,0.5546666666666666,0.3653333333333333,0.336,0.336,0.344,0.3413333333333333,0.2613333333333333
SmoothSubspace,0.993,0.907,0.726,0.733,0.627,0.593,0.593,0.907,0.913,0.567,0.9466666666666668,0.82,0.58,0.6,0.5066666666666667,0.4933333333333333,0.4933333333333333,0.84,0.8533333333333334,0.5133333333333333,0.9466666666666668,0.9,0.62,0.6666666666666666,0.5466666666666666,0.4866666666666667,0.4866666666666667,0.8533333333333334,0.8533333333333334,0.48
SonyAIBORobotSurface1,0.827,0.824,0.81,0.461,0.202,0.151,0.827,0.569,0.571,0.501,0.7820299500831946,0.7770382695507487,0.4891846921797005,0.4792013311148086,0.3094841930116472,0.2645590682196339,0.7820299500831946,0.5008319467554077,0.562396006655574,0.2828618968386023,0.7870216306156406,0.7554076539101497,0.7720465890183028,0.6688851913477537,0.3444259567387687,0.2995008319467554,0.7870216306156406,0.6838602329450915,0.64891846921797,0.1763727121464226
SonyAIBORobotSurface2,0.832,0.824,0.773,0.814,0.577,0.527,0.527,0.786,0.788,0.5,0.7838405036726128,0.7565582371458552,0.5351521511017838,0.7848898216159497,0.5487932843651626,0.359916054564533,0.359916054564533,0.7481636935991606,0.7555089192025184,0.2581322140608604,0.7943336831059811,0.7743966421825813,0.5603357817418678,0.4742917103882476,0.5372507869884575,0.3273871983210913,0.3273871983210913,0.7555089192025184,0.7712486883525709,0.3347324239244491
Strawberry,0.97,0.889,0.735,0.868,0.47,0.473,0.473,0.435,0.643,0.595,0.927027027027027,0.8378378378378378,0.6783783783783783,0.8810810810810811,0.5351351351351351,0.5243243243243243,0.5243243243243243,0.7081081081081081,0.772972972972973,0.6459459459459459,0.927027027027027,0.8810810810810811,0.6432432432432432,0.6891891891891891,0.4351351351351351,0.4351351351351351,0.4351351351351351,0.6432432432432432,0.5891891891891892,0.5162162162162162
SwedishLeaf,0.898,0.571,0.246,0.48,0.344,0.235,0.235,0.528,0.341,0.141,0.8592,0.7584,0.2592,0.3456,0.2864,0.3744,0.3744,0.3008,0.2128,0.088,0.848,0.7728,0.2752,0.4288,0.192,0.2432,0.2432,0.5312,0.4048,0.0976
Symbols,0.88,0.841,0.453,0.667,0.544,0.209,0.88,0.466,0.56,0.345,0.8311557788944723,0.7688442211055276,0.4381909547738693,0.742713567839196,0.5577889447236181,0.2834170854271357,0.8311557788944723,0.450251256281407,0.549748743718593,0.2804020100502513,0.8442211055276382,0.7949748743718593,0.3346733668341708,0.7306532663316583,0.6522613065326633,0.3939698492462311,0.8442211055276382,0.721608040201005,0.7105527638190955,0.314572864321608
SyntheticControl,1.0,0.957,0.83,0.913,0.783,0.743,0.743,0.76,0.74,0.613,0.95,0.92,0.6666666666666666,0.7933333333333333,0.6233333333333333,0.65,0.65,0.73,0.71,0.5433333333333333,0.9533333333333334,0.9233333333333332,0.7,0.8533333333333334,0.6333333333333333,0.5633333333333334,0.5633333333333334,0.69,0.7233333333333334,0.46
ToeSegmentation1,0.741,0.711,0.575,0.759,0.342,0.329,0.329,0.561,0.566,0.294,0.7105263157894737,0.7105263157894737,0.7149122807017544,0.5570175438596491,0.1973684210526315,0.1535087719298245,0.1535087719298245,0.5307017543859649,0.5263157894736842,0.1885964912280701,0.6973684210526315,0.6842105263157895,0.6140350877192983,0.7850877192982456,0.1184210526315789,0.0921052631578947,0.0921052631578947,0.5175438596491229,0.5087719298245614,0.0614035087719298
ToeSegmentation2,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154
Trace,1.0,0.95,0.46,0.62,0.57,0.83,0.830,0.51,0.43,0.44,0.97,0.95,0.62,0.91,0.9,0.87,0.87,0.49,0.49,0.57,0.99,0.95,0.71,0.86,0.78,0.67,0.67,0.67,0.71,0.35
TwoPatterns,1.0,0.995,0.914,0.948,0.474,0.194,0.194,0.667,0.741,0.378,0.96975,0.97025,0.8505,0.87125,0.3145,0.2185,0.2185,0.59675,0.59875,0.30025,0.968,0.967,0.85675,0.837,0.2315,0.0995,0.0995,0.63225,0.7105,0.27125
UMD,1.0,0.993,0.861,0.861,0.785,0.743,0.743,0.66,0.646,0.5,0.9722222222222222,0.9791666666666666,0.8819444444444444,0.875,0.7638888888888888,0.75,0.75,0.7013888888888888,0.6944444444444444,0.5555555555555556,0.9652777777777778,0.9513888888888888,0.9236111111111112,0.9861111111111112,0.7986111111111112,0.7083333333333334,0.7083333333333334,0.6666666666666666,0.6111111111111112,0.6180555555555556
Wine,0.5,0.537,0.5,1.0,0.0,0.0,0.000,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
WordSynonyms,0.602,0.555,0.223,0.412,0.245,0.176,0.176,0.459,0.368,0.085,0.5564263322884012,0.5376175548589341,0.3322884012539185,0.5078369905956113,0.2460815047021943,0.238244514106583,0.238244514106583,0.3338557993730408,0.3620689655172414,0.1786833855799373,0.5579937304075235,0.5266457680250783,0.2899686520376175,0.4827586206896552,0.1974921630094044,0.1865203761755486,0.1865203761755486,0.2884012539184953,0.3103448275862069,0.0971786833855799
Worms,0.532,0.494,0.403,0.455,0.286,0.208,0.208,0.429,0.078,0.312,0.5064935064935064,0.4935064935064935,0.4415584415584415,0.4025974025974026,0.2597402597402597,0.2597402597402597,0.2597402597402597,0.4155844155844156,0.3766233766233766,0.3376623376623376,0.4935064935064935,0.5064935064935064,0.4155844155844156,0.4155844155844156,0.1948051948051948,0.1948051948051948,0.1948051948051948,0.4025974025974026,0.4415584415584415,0.2337662337662337
