dataset,origin,Random,Saliency,GuidedBackprop,GI,DeepLift,DeepLiftShap,attn,rollout,EXITT
Strawberry,0.927027027027027,0.7675675675675676,0.6432432432432432,0.6864864864864865,0.3243243243243243,0.3243243243243243,0.3243243243243243,0.6432432432432432,0.6432432432432432,0.4918918918918919
SwedishLeaf,0.848,0.6,0.1568,0.36,0.1024,0.0816,0.0816,0.192,0.1216,0.0256
Symbols,0.8442211055276382,0.6804020100502512,0.328643216080402,0.721608040201005,0.5949748743718593,0.3527638190954774,,0.5869346733668341,0.563819095477387,0.2663316582914573
SyntheticControl,0.9533333333333334,0.88,0.5433333333333333,0.7933333333333333,0.4666666666666667,0.3433333333333333,0.3433333333333333,0.45,0.4733333333333333,0.2566666666666666
ToeSegmentation1,0.6973684210526315,0.7192982456140351,0.5657894736842105,0.7982456140350878,0.0482456140350877,0.0263157894736842,0.0263157894736842,0.5526315789473685,0.5657894736842105,0.0087719298245614
ToeSegmentation2,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154
Trace,0.99,0.71,0.48,0.65,0.58,0.44,0.44,0.41,0.23,0.18
TwoPatterns,0.968,0.95475,0.548,0.66725,0.1095,0.0075,0.0075,0.2265,0.297,0.02575
UMD,0.9652777777777778,0.8958333333333334,0.7638888888888888,0.9791666666666666,0.7569444444444444,0.5972222222222222,0.5972222222222222,0.6458333333333334,0.5,0.4375
Wine,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
WordSynonyms,0.5579937304075235,0.4310344827586206,0.2993730407523511,0.438871473354232,0.1410658307210031,0.1238244514106583,0.1238244514106583,0.1363636363636363,0.128526645768025,0.0376175548589341
Worms,0.4935064935064935,0.4935064935064935,0.4415584415584415,0.4025974025974026,0.1298701298701298,0.1298701298701298,0.1298701298701298,0.3636363636363636,0.3376623376623376,0.1818181818181818
ArticularyWordRecognition,0.9133333333333332,0.7733333333333333,0.3666666666666666,0.5533333333333333,0.0466666666666666,0.0333333333333333,0.0333333333333333,0.7633333333333333,0.77,0.02
BasicMotions,0.95,1.0,0.9,0.95,0.475,0.45,0.45,0.625,0.675,0.35
CharacterTrajectories,0.9658774373259053,0.5766016713091922,0.729108635097493,0.5278551532033426,0.3495821727019498,0.3286908077994429,0.3286908077994429,0.9254874651810584,0.8802228412256268,0.1699164345403899
Cricket,0.9583333333333334,0.7222222222222222,0.1944444444444444,0.6666666666666666,0.2916666666666667,0.1527777777777778,0.1527777777777778,0.8333333333333334,0.8055555555555556,0.1111111111111111
Epilepsy,0.9057971014492754,0.8623188405797102,0.7318840579710145,0.8260869565217391,0.3260869565217391,0.3695652173913043,0.3695652173913043,0.782608695652174,0.7753623188405797,0.3188405797101449
ERing,0.8888888888888888,0.7333333333333333,0.2444444444444444,0.6962962962962963,0.2740740740740741,0.1888888888888888,0.1888888888888888,0.6555555555555556,0.674074074074074,0.1222222222222222
FaceDetection,0.5709421112372304,0.5550510783200908,0.5425652667423383,0.52894438138479,0.0,0.0,0.0,0.5539160045402951,0.554199772985244,0.0
FingerMovements,0.57,0.48,0.49,0.56,0.0,0.0,0.0,0.52,0.53,0.0
HandMovementDirection,0.4729729729729729,0.2837837837837837,0.2027027027027027,0.2162162162162162,0.0,0.0135135135135135,0.0135135135135135,0.3108108108108108,0.3243243243243243,0.0
Heartbeat,0.751219512195122,0.7268292682926829,0.7609756097560976,0.7219512195121951,0.5219512195121951,0.5219512195121951,0.5219512195121951,0.7219512195121951,0.7170731707317073,0.6097560975609756
JapaneseVowels,0.9432432432432432,0.8783783783783784,0.7216216216216216,0.7837837837837838,0.081081081081081,0.0324324324324324,0.0324324324324324,0.6972972972972973,0.6891891891891891,0.0351351351351351
Libras,0.8333333333333334,0.5833333333333334,0.4,0.5722222222222222,0.2388888888888889,0.2222222222222222,0.2222222222222222,0.5722222222222222,0.4888888888888889,0.1333333333333333
LSST,0.6021897810218978,0.4809407948094079,0.3037307380373074,0.389294403892944,0.2141119221411192,0.0835360908353609,0.0835360908353609,0.291970802919708,0.2546634225466342,0.2246553122465531
MotorImagery,0.61,0.58,0.5,0.43,0.01,0.01,,0.51,0.51,0.02
NATOPS,0.9166666666666666,0.8722222222222222,0.7777777777777778,0.5444444444444444,0.05,0.0611111111111111,0.0611111111111111,0.5222222222222223,0.5055555555555555,0.0111111111111111
PEMS-SF,0.838150289017341,0.8092485549132948,0.6705202312138728,0.2774566473988439,0.0404624277456647,0.0115606936416184,0.0115606936416184,0.5722543352601156,0.5028901734104047,0.0
PenDigits,0.940251572327044,0.532590051457976,0.5748999428244711,0.5,0.2409948542024013,0.2449971412235563,0.2449971412235563,0.4948542024013722,0.4256718124642653,0.0794739851343624
RacketSports,0.8092105263157895,0.6578947368421053,0.5855263157894737,0.5986842105263158,0.131578947368421,0.1381578947368421,0.1381578947368421,0.5921052631578947,0.5921052631578947,0.0460526315789473
SelfRegulationSCP1,0.7986348122866894,0.7679180887372014,0.78839590443686,0.9658703071672357,0.0648464163822525,0.0750853242320819,0.0750853242320819,0.7679180887372014,0.7849829351535836,0.0716723549488054
SelfRegulationSCP2,0.5388888888888889,0.5111111111111111,0.5166666666666667,0.4666666666666667,0.1833333333333333,0.1222222222222222,0.1222222222222222,0.4888888888888889,0.5,0.1944444444444444
UWaveGestureLibrary,0.81875,0.75625,0.496875,0.684375,0.0875,0.059375,0.059375,0.51875,0.459375,0.059375
AppliancesEnergy,2.0306320190429688,2.4597818851470947,2.829845428466797,3.6445393562316895,4.510295867919922,4.532399654388428,4.532399654388428,2.436434745788574,2.342274904251098,5.054924964904785
LiveFuelMoistureContent,33.46629333496094,33.46044158935547,33.44263458251953,33.471412658691406,33.42817306518555,33.42817306518555,,,,33.42657852172852
IEEEPPG,26.89304542541504,26.893001556396484,26.89319610595703,26.89267539978028,26.89315414428711,26.89315414428711,,,,26.89255142211914
FloodModeling1,0.0139137031510472,0.0165076181292533,0.0233261510729789,0.0222376864403486,0.0136252827942371,0.0135606750845909,0.0135606750845909,0.0137668596580624,0.0138556212186813,0.0227271355688571
BenzeneConcentration,0.9107109904289246,2.3268606662750244,6.150457382202148,6.03528356552124,5.2664103507995605,5.299835681915283,5.299835681915283,4.796274185180664,4.037882328033447,5.518173694610596
Covid3Month,0.0346853882074356,0.0329143181443214,0.0322309099137783,0.0337625332176685,0.0338021032512187,0.0341350808739662,0.0341350808739662,0.0336988121271133,0.0329962335526943,0.0334032177925109
BeijingPM10Quality,61.05868148803711,73.65538024902344,72.78313446044922,69.64334869384766,76.49299621582031,76.48667907714844,76.48667907714844,68.9347152709961,70.20468139648438,98.1002197265625
