dataset,origin,Random,Saliency,GuidedBackprop,GI,DeepLift,DeepLiftShap,attn,rollout,EXITT
Plane,0.9523809523809524,0.8666666666666667,0.1714285714285714,0.4571428571428571,0.2761904761904762,0.2,,0.5714285714285714,0.1619047619047619,0.1619047619047619
PowerCons,0.95,0.95,0.8888888888888888,0.9166666666666666,0.7166666666666667,0.7111111111111111,0.7111111111111111,0.7888888888888889,0.8277777777777777,0.6833333333333333
ProximalPhalanxOutlineAgeGroup,0.8439024390243902,0.824390243902439,0.4292682926829268,0.8682926829268293,0.3170731707317073,0.3268292682926829,0.3268292682926829,0.5170731707317073,0.424390243902439,0.3512195121951219
ProximalPhalanxOutlineCorrect,0.845360824742268,0.8281786941580757,0.7010309278350515,0.5223367697594502,0.6907216494845361,0.6529209621993127,0.6529209621993127,0.6701030927835051,0.718213058419244,0.9381443298969072
ProximalPhalanxTW,0.7853658536585366,0.7414634146341463,0.2,0.4634146341463415,0.4829268292682926,0.1414634146341463,0.1414634146341463,0.7658536585365854,0.775609756097561,0.1121951219512195
RefrigerationDevices,0.5306666666666666,0.5253333333333333,0.4933333333333333,0.64,0.384,0.3413333333333333,0.3413333333333333,0.5013333333333333,0.5333333333333333,0.3813333333333333
ShapeletSim,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ShapesAll,0.7033333333333334,0.5466666666666666,0.2283333333333333,0.41,0.2916666666666667,0.2483333333333333,,0.6083333333333333,0.4566666666666666,0.1716666666666666
SmallKitchenAppliances,0.6933333333333334,0.6613333333333333,0.6266666666666667,0.5546666666666666,0.3653333333333333,0.336,0.336,0.344,0.3413333333333333,0.2613333333333333
SmoothSubspace,0.9466666666666668,0.9,0.62,0.6666666666666666,0.5466666666666666,0.4866666666666667,0.4866666666666667,0.8533333333333334,0.8533333333333334,0.48
SonyAIBORobotSurface1,0.7870216306156406,0.7554076539101497,0.7720465890183028,0.6688851913477537,0.3444259567387687,0.2995008319467554,,0.6838602329450915,0.64891846921797,0.1763727121464226
SonyAIBORobotSurface2,0.7943336831059811,0.7743966421825813,0.5603357817418678,0.4742917103882476,0.5372507869884575,0.3273871983210913,0.3273871983210913,0.7555089192025184,0.7712486883525709,0.3347324239244491
Strawberry,0.927027027027027,0.8810810810810811,0.6432432432432432,0.6891891891891891,0.4351351351351351,0.4351351351351351,0.4351351351351351,0.6432432432432432,0.5891891891891892,0.5162162162162162
SwedishLeaf,0.848,0.7728,0.2752,0.4288,0.192,0.2432,0.2432,0.5312,0.4048,0.0976
Symbols,0.8442211055276382,0.7949748743718593,0.3346733668341708,0.7306532663316583,0.6522613065326633,0.3939698492462311,,0.721608040201005,0.7105527638190955,0.314572864321608
SyntheticControl,0.9533333333333334,0.9233333333333332,0.7,0.8533333333333334,0.6333333333333333,0.5633333333333334,0.5633333333333334,0.69,0.7233333333333334,0.46
ToeSegmentation1,0.6973684210526315,0.6842105263157895,0.6140350877192983,0.7850877192982456,0.1184210526315789,0.0921052631578947,0.0921052631578947,0.5175438596491229,0.5087719298245614,0.0614035087719298
ToeSegmentation2,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154,0.8153846153846154
Trace,0.99,0.95,0.71,0.86,0.78,0.67,0.67,0.67,0.71,0.35
TwoPatterns,0.968,0.967,0.85675,0.837,0.2315,0.0995,0.0995,0.63225,0.7105,0.27125
