dataset,origin,Random,Saliency,GuidedBackprop,GI,DeepLift,DeepLiftShap,attn,rollout,EXITT
SmallKitchenAppliances,0.0267837706525868,0.0178978583448784,0.0392824529670833,0.0393846181668446,0.035062378276015,0.0426705727378691,0.0426705727378691,0.0025018511664883,0.0031797973380564,0.0502206243600287
SmoothSubspace,0.0267505624724526,0.0342106762629792,0.0717147125769879,0.016954186634706,0.0969690672328037,0.0908235978472881,0.0908235978472881,0.0731310340973526,0.1309963245172819,0.0333783029992705
SonyAIBORobotSurface1,0.0246491794410085,0.0042164835514758,0.0890521571372075,0.0905630553548204,0.0276422160387666,0.0474246691589317,0.0246491794410085,0.046731353379189,0.0176788781051163,0.0244200168536858
SonyAIBORobotSurface2,0.0253252026299532,0.0462581789307905,0.1530401914302816,0.2253435312435182,0.0102889106850739,0.0825625173953485,0.0825625173953485,0.0165094878483958,0.0073044287758512,0.0872538020144467
Strawberry,0.0248104575138244,0.0331545877088768,0.0044783656015519,0.0611647676729026,0.0962821719479436,0.0975360633921649,0.0975360633921649,0.1000220331217703,0.011888707599879,0.0943395532247954
SwedishLeaf,0.0262389024160691,0.1135258560857393,0.0306315741243138,0.0514847550251528,0.0680541940906902,0.0613935935854331,0.0613935935854331,0.0644386012676666,0.0453772336456656,0.0056296832356122
Symbols,0.0252869860636566,0.0339565037764017,0.0419751244342318,0.0552417116792934,0.0564187272486476,0.0623680416172389,0.0252869860636566,0.1143382381189426,0.1110700279355858,0.0552387519242481
SyntheticControl,0.0279549902786869,0.0427399544185964,0.1220201865509389,0.039252742296275,0.0982061324177082,0.1390843069668338,0.1390843069668338,0.0580201114557128,0.0560459467593166,0.0742121583330147
ToeSegmentation1,0.0223811315796332,0.0262255352879366,0.0765565175514402,0.2124160239988076,0.0745422686145116,0.0802647556802586,0.0802647556802586,0.0257309895002654,0.0484920066626163,0.0853558859712041
ToeSegmentation2,0.0002220577958421,0.0002220577958421,0.0002220577958421,0.0002220577958421,0.0002220577958421,0.0002220577958421,0.0002220577958421,0.0002220577958421,0.0002220577958421,0.0002220577958421
Trace,0.0152752523165194,0.1001665280087781,0.1258305739211791,0.1619670748434179,0.1890326250501043,0.202072594216369,0.202072594216369,0.0854400374531753,0.1171893055416462,0.0721110255092798
TwoPatterns,0.017991317350322,0.0174039028190039,0.0322183307037054,0.0187466663703176,0.1190171556261253,0.0065685487996461,0.0065685487996461,0.0265062885620249,0.0325566813419304,0.0114954701223278
UMD,0.018373272993504,0.0485714547238577,0.0224183245520303,0.0830299353523116,0.0277779444439444,0.05986205851274,0.05986205851274,0.0704537834094651,0.0325360831665234,0.0424009496943102
Wine,0.0,0.0213619599600161,0.0,0.2886751345948128,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.0,0.0,0.2886751345948129
WordSynonyms,0.0258713731403288,0.0223289932631844,0.0544269116261885,0.0503012764948345,0.0176868141104038,0.0446954277634668,0.0446954277634668,0.0573535373958643,0.0796771919821111,0.0199091022616799
Worms,0.0195831294719343,0.0268584867407247,0.053880024722971,0.0076208577149319,0.049213900306302,0.0260649879102258,0.0260649879102258,0.0466850609083289,0.0416751128786881,0.0519482272724314
